"","Date","Open","High","Low","Last","Change","Settle","Volume","Prev. Day Open Interest"
"411",2014-09-26,389.5,389.5,385,NA,4.5,385,66,1046
"412",2014-09-25,392,392,390,NA,2.5,389.5,56,1048
"413",2014-09-24,389.25,391.25,389.25,NA,2.75,392,35,1039
"414",2014-09-23,392.5,392.5,389.5,NA,3.5,389.25,140,974
"415",2014-09-22,394.5,394.5,390,NA,1.75,392.75,111,925
"416",2014-09-19,400.5,400.5,394.25,NA,6,394.5,82,915
"417",2014-09-18,404,404,400.75,NA,3.5,400.5,15,909
"418",2014-09-17,405.25,405.25,402,NA,1.25,404,26,902
"419",2014-09-16,404.25,407,402,NA,1,405.25,21,890
"420",2014-09-15,400,404,400,NA,2.75,404.25,12,884
"421",2014-09-12,405,405,401.25,NA,2.5,401.5,15,883
"422",2014-09-11,405,405,400,NA,2.5,404,150,836
"423",2014-09-10,404.75,407.25,404.75,NA,1.75,406.5,130,763
"424",2014-09-09,405.5,405.5,404,NA,3.5,404.75,119,710
"425",2014-09-08,411,411,407.75,NA,6.75,408.25,65,698
"426",2014-09-05,0,0,0,NA,7.75,415,4,699
"427",2014-09-04,404,404,404,NA,3.5,407.25,28,699
"428",2014-09-03,411,411,410.5,NA,9.5,410.5,36,697
"429",2014-09-02,420,420,420,NA,NA,419.75,21,701
"430",2014-08-29,419.75,419.75,419.75,NA,3.25,419.75,4,698
"431",2014-08-28,421.5,423,421.5,NA,0.75,423,53,693
"432",2014-08-27,420.5,420.5,420,NA,0.25,422.25,12,691
"433",2014-08-26,0,0,0,NA,1.75,422.5,1,692
"434",2014-08-25,422.5,422.5,422.5,NA,1.5,424.25,8,691
"435",2014-08-22,0,0,0,NA,1.5,425.75,0,691
"436",2014-08-21,423,424.5,423,NA,1,424.25,4,690
"437",2014-08-20,424.75,424.75,424.25,NA,5.25,423.25,13,690
"438",2014-08-19,425.5,427.75,425.5,NA,NA,428.5,6,690
"439",2014-08-18,429,429,429,NA,4.25,428.5,61,650
"440",2014-08-15,432,433.25,432,NA,3.5,432.75,43,658
"441",2014-08-14,428,428,426.75,NA,4.25,429.25,31,660
